season,player_name,opponent,shots,sog,goals,assists,yc,rc,saves,minutes
2008,Foley,SMC Invite - Howards Grove,1,0,0,0,0,0,0,0
2008,Foley,SMC Invite - Oshkosh Lourdes,0,0,0,0,0,0,0,0
2008,Foley,Shawano,2,2,0,0,0,0,0,0
2008,Foley,West DePere,0,0,0,0,0,1,0,0
2008,Foley,Luxemburg-Casco,0,0,0,0,0,0,0,0
2008,Foley,Marinette,3,1,0,0,0,0,0,0
2008,Foley,New London,2,0,0,0,0,0,0,0
2008,Foley,Little Chute Invite - Kimberly,1,1,0,0,0,0,0,0
2008,Foley,Little Chute Invite - Little Chute ,2,0,1,1,0,0,0,0
2008,Foley,Little Chute Invite - Marinette,1,0,0,0,0,0,0,0
2008,Foley,Seymour,5,1,1,0,0,0,0,0
2008,Foley,Shawano ,1,0,0,0,0,0,0,0
2008,Foley,Regionals - Hartford Union,1,0,0,0,0,0,0,0
2008,Vickers,Sheboygan South - Plymouth,0,0,0,0,0,0,0,0
2008,Vickers,Sheboygan South - Oostburg,1,0,0,0,0,0,0,0
2008,Vickers,Sheboygan South - Beaver Dam,0,0,0,0,0,0,0,0
2008,Vickers,West De Pere,2,1,0,1,0,0,0,0
2008,Vickers,Luxemburg-Casco,0,0,0,0,0,0,0,0
2008,Vickers,Marinette,1,0,0,0,0,0,0,0
2008,Vickers,New London,0,0,0,0,0,0,0,0
2008,Vickers,Seymour,0,0,0,0,0,0,0,0
2008,Vickers,SMC Invite - Milwaukee Reagan,0,0,0,0,0,0,0,0
2008,Vickers,SMC Invite - Howards Grove,0,0,0,0,0,0,0,0
2008,Vickers,SMC Invite - Oshkosh Lourdes,0,0,0,0,0,0,0,0
2008,Vickers,Shawano,0,0,0,0,0,0,0,0
2008,Vickers,West DePere,0,0,0,0,0,0,0,0
2008,Vickers,Luxemburg-Casco,1,0,0,0,0,0,0,0
2008,Vickers,Marinette,0,0,0,0,0,0,0,0
2008,Vickers,New London,0,0,0,0,0,0,0,0
2008,Vickers,Little Chute Invite - Kimberly,0,0,0,0,0,0,0,0
2008,Vickers,Little Chute Invite - Little Chute ,0,0,0,0,0,0,0,0
2008,Vickers,Little Chute Invite - Marinette,0,0,0,0,0,0,0,0
2008,Vickers,Seymour,0,0,0,0,0,0,0,0
2008,Vickers,Shawano ,1,0,0,0,0,0,0,0
2008,Vickers,Regionals - Hartford Union,0,0,0,0,0,0,0,0
2008,Steingraber,Sheboygan South - Plymouth,0,0,0,0,0,0,0,0
2008,Steingraber,Sheboygan South - Oostburg,0,0,0,0,0,0,0,0
2008,Steingraber,Sheboygan South - Beaver Dam,0,0,0,0,0,0,0,0
2008,Steingraber,West De Pere,0,0,0,0,0,0,0,0
2008,Steingraber,Luxemburg-Casco,0,0,0,0,0,0,0,0
2008,Steingraber,Marinette,0,0,0,0,0,0,0,0
2008,Steingraber,New London,0,0,0,0,0,0,0,0
2008,Steingraber,Seymour,1,1,0,0,0,0,0,0
2008,Steingraber,SMC Invite - Milwaukee Reagan,0,0,0,0,0,0,0,0
2008,Steingraber,SMC Invite - Howards Grove,0,0,0,0,0,0,0,0
2008,Steingraber,SMC Invite - Oshkosh Lourdes,1,0,0,0,0,0,0,0
2008,Steingraber,Shawano,0,0,0,0,0,0,0,0
2008,Steingraber,West DePere,0,0,0,0,0,0,0,0
2008,Steingraber,Luxemburg-Casco,0,0,0,0,0,0,0,0
2008,Steingraber,Marinette,0,0,0,0,0,0,0,0
2008,Steingraber,New London,0,0,0,0,0,0,0,0
2008,Steingraber,Little Chute Invite - Kimberly,0,0,0,0,0,0,0,0
2008,Steingraber,Little Chute Invite - Little Chute ,0,0,0,0,0,0,0,0
2008,Steingraber,Little Chute Invite - Marinette,0,0,0,0,0,0,0,0
2008,Steingraber,Seymour,0,0,0,0,0,0,0,0
2008,Steingraber,Shawano ,1,1,0,0,0,0,0,0
2008,Steingraber,Regionals - Hartford Union,0,0,0,0,0,0,0,0
2008,A_Eggen,Sheboygan South - Plymouth,0,0,0,0,0,0,0,0
2008,A_Eggen,Sheboygan South - Oostburg,0,0,0,1,0,0,0,0
2008,A_Eggen,Sheboygan South - Beaver Dam,0,0,0,0,0,0,0,0
2008,A_Eggen,West De Pere,1,0,0,0,0,0,0,0
2008,A_Eggen,Luxemburg-Casco,0,0,0,0,0,0,0,0
2008,A_Eggen,Marinette,0,0,0,0,0,0,0,0
2008,A_Eggen,New London,0,0,0,0,0,0,0,0
2008,A_Eggen,Seymour,1,0,0,0,0,0,0,0
2008,A_Eggen,SMC Invite - Milwaukee Reagan,0,0,0,0,0,0,0,0
2008,A_Eggen,SMC Invite - Howards Grove,1,0,0,0,0,0,0,0
2008,A_Eggen,SMC Invite - Oshkosh Lourdes,0,0,0,0,0,0,0,0
2008,A_Eggen,Shawano,0,0,0,0,0,0,0,0
2008,A_Eggen,West DePere,0,0,0,0,0,0,0,0
2008,A_Eggen,Luxemburg-Casco,0,0,0,0,0,0,0,0
2008,A_Eggen,Marinette,0,0,0,0,0,0,0,0
2008,A_Eggen,New London,0,0,0,0,0,0,0,0
2008,A_Eggen,Little Chute Invite - Kimberly,0,0,0,0,0,0,0,0
2008,A_Eggen,Little Chute Invite - Little Chute ,0,0,0,0,0,0,0,0
2008,A_Eggen,Little Chute Invite - Marinette,0,0,0,0,0,0,0,0
2008,A_Eggen,Seymour,0,0,0,0,0,0,0,0
2008,A_Eggen,Shawano ,0,0,0,0,0,0,0,0
2008,A_Eggen,Regionals - Hartford Union,0,0,0,0,0,0,0,0
2008,A_Schomisch,Sheboygan South - Plymouth,0,0,0,0,0,0,0,0
2008,A_Schomisch,Sheboygan South - Oostburg,2,2,0,1,0,0,0,0
2008,A_Schomisch,Sheboygan South - Beaver Dam,0,0,0,0,0,0,0,0
2008,A_Schomisch,West De Pere,0,0,0,0,0,0,0,0
2008,A_Schomisch,Luxemburg-Casco,1,0,0,0,0,0,0,0
2008,A_Schomisch,Marinette,2,0,0,0,0,0,0,0
2008,A_Schomisch,New London,1,0,0,0,0,0,1,10
2008,A_Schomisch,Seymour,3,2,0,0,0,0,0,0
2008,A_Schomisch,SMC Invite - Milwaukee Reagan,2,1,0,0,0,0,0,0
2008,A_Schomisch,SMC Invite - Howards Grove,1,1,0,0,0,0,0,0
2008,A_Schomisch,SMC Invite - Oshkosh Lourdes,3,2,0,0,0,0,0,0
2008,A_Schomisch,Shawano,2,1,0,0,0,0,0,0
2008,A_Schomisch,West DePere,0,0,0,0,0,0,0,0
2008,A_Schomisch,Luxemburg-Casco,1,1,0,0,0,0,1,10
2008,A_Schomisch,Marinette,5,2,0,0,0,0,0,10
2008,A_Schomisch,New London,0,0,0,0,0,0,0,0
2008,A_Schomisch,Little Chute Invite - Kimberly,2,2,0,0,0,0,0,0
2008,A_Schomisch,Little Chute Invite - Little Chute ,2,0,0,0,0,0,0,0
2008,A_Schomisch,Little Chute Invite - Marinette,2,0,0,0,0,0,0,0
2008,A_Schomisch,Seymour,4,1,0,0,0,0,0,0
2008,A_Schomisch,Shawano ,1,0,0,0,0,0,0,0
2008,A_Schomisch,Regionals - Hartford Union,0,0,0,0,0,0,0,0
2008,Neuman,Sheboygan South - Plymouth,0,0,0,0,0,0,0,0
2008,Neuman,Sheboygan South - Oostburg,0,0,0,0,0,0,0,0
2008,Neuman,Sheboygan South - Beaver Dam,0,0,0,0,0,0,0,0
2008,Neuman,West De Pere,0,0,0,0,0,0,0,0
2008,Neuman,Luxemburg-Casco,1,1,0,0,0,0,0,0
2008,Neuman,Marinette,3,2,0,0,0,0,0,0
2008,Neuman,New London,0,0,0,0,0,0,0,0
2008,Neuman,Seymour,1,1,1,0,0,0,0,0
2008,Neuman,SMC Invite - Milwaukee Reagan,3,3,0,0,0,0,0,0
2008,Neuman,SMC Invite - Howards Grove,0,0,0,0,0,0,0,0
2008,Neuman,SMC Invite - Oshkosh Lourdes,1,0,0,0,0,0,0,0
2008,Neuman,Shawano,1,0,0,0,0,0,0,0
2008,Neuman,West DePere,1,1,0,0,0,0,0,0
2008,Neuman,Luxemburg-Casco,0,0,0,0,0,0,0,0
2008,Neuman,Marinette,1,0,0,0,0,0,0,0
2008,Neuman,New London,1,1,0,0,0,0,0,0
2008,Neuman,Little Chute Invite - Kimberly,0,0,0,0,0,0,0,0
2008,Neuman,Little Chute Invite - Little Chute ,1,1,0,1,0,0,0,0
2008,Neuman,Little Chute Invite - Marinette,0,0,0,0,0,0,0,0
2008,Neuman,Seymour,2,1,1,0,0,0,0,0
2008,Neuman,Shawano ,0,0,0,0,0,0,0,0
2008,Neuman,Regionals - Hartford Union,0,0,0,0,0,0,0,0
2008,Kerscher,Sheboygan South - Plymouth,0,0,0,0,0,0,0,0
2008,Kerscher,Sheboygan South - Oostburg,0,0,0,0,0,0,0,0
2008,Kerscher,Sheboygan South - Beaver Dam,0,0,0,0,0,0,0,0
2008,Kerscher,West De Pere,0,0,0,0,0,0,0,0
2008,Kerscher,Luxemburg-Casco,0,0,0,1,0,0,0,0
2008,Kerscher,Marinette,0,0,0,0,0,0,0,0
2008,Kerscher,New London,0,0,0,0,0,0,0,0
2008,Kerscher,Seymour,0,0,0,0,0,0,0,0
2008,Kerscher,SMC Invite - Milwaukee Reagan,0,0,0,0,0,0,0,0
2008,Kerscher,SMC Invite - Howards Grove,0,0,0,0,0,0,0,0
2008,Kerscher,SMC Invite - Oshkosh Lourdes,1,0,0,0,0,0,0,0
2008,Kerscher,Shawano,0,0,0,0,0,0,0,0
2008,Kerscher,West DePere,0,0,0,0,0,0,0,0
2008,Kerscher,Luxemburg-Casco,0,0,0,0,0,0,0,0
2008,Kerscher,Marinette,0,0,0,0,0,0,0,0
2008,Kerscher,New London,0,0,0,0,0,0,0,0
2008,Kerscher,Little Chute Invite - Kimberly,0,0,0,0,0,0,0,0
2008,Kerscher,Little Chute Invite - Little Chute ,0,0,0,0,0,0,0,0
2008,Kerscher,Little Chute Invite - Marinette,0,0,0,0,0,0,0,0
2008,Kerscher,Seymour,0,0,0,0,0,0,0,0
2008,Kerscher,Shawano ,0,0,0,0,0,0,0,0
2008,Kerscher,Regionals - Hartford Union,0,0,0,0,0,0,0,0
2008,Watson,Sheboygan South - Plymouth,0,0,0,0,0,0,0,0
2008,Watson,Sheboygan South - Oostburg,0,0,0,0,0,0,0,0
2008,Watson,Sheboygan South - Beaver Dam,0,0,0,0,0,0,0,0
2008,Watson,West De Pere,0,0,0,0,0,0,0,0
2008,Watson,Luxemburg-Casco,0,0,0,0,0,0,0,0
2008,Watson,Marinette,0,0,0,0,0,0,0,0
2008,Watson,New London,0,0,0,0,0,0,0,0
2008,Watson,Seymour,0,0,0,0,0,0,0,0
2008,Watson,SMC Invite - Milwaukee Reagan,0,0,0,0,0,0,0,0
2008,Watson,SMC Invite - Howards Grove,0,0,0,0,0,0,0,0
2008,Watson,SMC Invite - Oshkosh Lourdes,0,0,0,0,0,0,0,0
2008,Watson,Shawano,0,0,0,0,0,0,0,0
2008,Watson,West DePere,0,0,0,0,0,0,0,0
2008,Watson,Luxemburg-Casco,0,0,0,0,0,0,0,0
2008,Watson,Marinette,0,0,0,0,0,0,0,0
2008,Watson,New London,0,0,0,0,0,0,0,0
2008,Watson,Little Chute Invite - Kimberly,0,0,0,0,0,0,0,0
2008,Watson,Little Chute Invite - Little Chute ,0,0,0,0,0,0,0,0
2008,Watson,Little Chute Invite - Marinette,0,0,0,0,0,0,0,0
2008,Watson,Seymour,0,0,0,0,0,0,0,0
2008,Watson,Shawano ,0,0,0,0,0,0,0,0
2008,Watson,Regionals - Hartford Union,0,0,0,0,0,0,0,0
2008,D_Quale,Sheboygan South - Plymouth,0,0,0,0,0,0,0,0
2008,D_Quale,Sheboygan South - Oostburg,0,0,0,0,0,0,0,0
2008,D_Quale,Sheboygan South - Beaver Dam,0,0,0,0,0,0,0,0
2008,D_Quale,West De Pere,0,0,0,1,0,0,0,0
2008,D_Quale,Luxemburg-Casco,0,0,0,0,0,0,0,0
2008,D_Quale,Marinette,1,0,0,0,1,0,0,0
2008,D_Quale,New London,0,0,0,0,0,0,0,0
2008,D_Quale,Seymour,2,1,0,0,0,0,0,0
2008,D_Quale,SMC Invite - Milwaukee Reagan,0,0,0,0,0,0,0,0
2008,D_Quale,SMC Invite - Howards Grove,0,0,0,0,0,0,0,0
2008,D_Quale,SMC Invite - Oshkosh Lourdes,0,0,0,0,0,0,0,0
2008,D_Quale,Shawano,0,0,0,0,0,0,0,0
2008,D_Quale,West DePere,0,0,0,0,1,0,0,0
2008,D_Quale,Luxemburg-Casco,0,0,0,0,0,0,0,0
2008,D_Quale,Marinette,0,0,0,0,1,0,0,0
2008,D_Quale,New London,0,0,0,0,0,0,0,0
2008,D_Quale,Little Chute Invite - Kimberly,0,0,0,0,0,0,0,0
2008,D_Quale,Little Chute Invite - Little Chute ,0,0,0,0,0,0,0,0
2008,D_Quale,Little Chute Invite - Marinette,0,0,0,0,0,0,0,0
2008,D_Quale,Seymour,0,0,0,0,0,0,0,0
2008,D_Quale,Shawano ,0,0,0,0,0,0,0,0
2008,D_Quale,Regionals - Hartford Union,0,0,0,0,0,0,0,0
2008,Hellenbrand,Sheboygan South - Plymouth,2,1,0,0,0,0,0,0
2008,Hellenbrand,Sheboygan South - Oostburg,1,1,0,1,0,0,0,0
2008,Hellenbrand,Sheboygan South - Beaver Dam,0,0,0,0,0,0,0,0
2008,Hellenbrand,West De Pere,1,1,0,0,0,0,0,0
2008,Hellenbrand,Luxemburg-Casco,2,0,0,0,0,0,0,0
2008,Hellenbrand,Marinette,4,4,0,0,0,0,0,0
2008,Hellenbrand,New London,1,1,0,0,0,0,0,0
2008,Hellenbrand,Seymour,2,1,1,0,0,0,0,0
2008,Hellenbrand,SMC Invite - Milwaukee Reagan,0,0,0,0,0,0,0,0
2008,Hellenbrand,SMC Invite - Howards Grove,3,0,0,0,0,0,0,0
2008,Hellenbrand,SMC Invite - Oshkosh Lourdes,3,1,0,0,0,0,0,0
2008,Hellenbrand,Shawano,0,0,0,0,0,0,0,0
2008,Hellenbrand,West DePere,0,0,0,0,0,0,0,0
2008,Hellenbrand,Luxemburg-Casco,0,0,0,0,0,0,0,0
2008,Hellenbrand,Marinette,1,1,1,0,1,0,0,0
2008,Hellenbrand,New London,0,0,0,0,0,0,0,0
2008,Hellenbrand,Little Chute Invite - Kimberly,0,0,0,0,0,0,0,0
2008,Hellenbrand,Little Chute Invite - Little Chute ,3,2,2,0,1,0,0,0
2008,Hellenbrand,Little Chute Invite - Marinette,0,0,0,0,0,0,0,0
2008,Hellenbrand,Seymour,0,0,0,0,0,0,0,0
2008,Hellenbrand,Shawano ,1,1,0,0,0,0,0,0
2008,Hellenbrand,Regionals - Hartford Union,0,0,0,0,0,0,0,0
2008,Morth,Sheboygan South - Plymouth,0,0,0,0,0,0,0,0
2008,Morth,Sheboygan South - Oostburg,0,0,0,0,0,0,0,0
2008,Morth,Sheboygan South - Beaver Dam,1,1,0,0,0,0,0,0
2008,Morth,West De Pere,0,0,0,0,0,0,0,0
2008,Morth,Luxemburg-Casco,0,0,0,0,0,0,0,0
2008,Morth,Marinette,1,0,0,0,0,0,0,0
2008,Morth,New London,0,0,0,0,0,0,0,0
2008,Morth,Seymour,0,0,0,0,0,0,0,0
2008,Morth,SMC Invite - Milwaukee Reagan,0,0,0,1,0,0,0,0
2008,Morth,SMC Invite - Howards Grove,0,0,0,0,0,0,0,0
2008,Morth,SMC Invite - Oshkosh Lourdes,0,0,0,0,0,0,0,0
2008,Morth,Shawano,0,0,0,0,0,0,0,0
2008,Morth,West DePere,1,1,0,0,0,0,0,0
2008,Morth,Luxemburg-Casco,1,1,0,0,0,0,0,0
2008,Morth,Marinette,2,0,0,0,0,0,0,0
2008,Morth,New London,0,0,0,0,0,0,0,0
2008,Morth,Little Chute Invite - Kimberly,0,0,0,0,0,0,0,0
2008,Morth,Little Chute Invite - Little Chute ,0,0,0,0,0,0,0,0
2008,Morth,Little Chute Invite - Marinette,0,0,0,0,0,0,0,0
2008,Morth,Seymour,3,1,0,0,0,0,0,0
2008,Morth,Shawano ,3,1,1,0,0,0,0,0
2008,Morth,Regionals - Hartford Union,1,0,0,0,0,0,0,0
2008,Emerine,Sheboygan South - Plymouth,0,0,0,0,0,0,4,50
2008,Emerine,Sheboygan South - Oostburg,0,0,0,0,0,0,9,50
2008,Emerine,Sheboygan South - Beaver Dam,0,0,0,0,0,0,4,50
2008,Emerine,West De Pere,0,0,0,0,0,0,9,80
2008,Emerine,Luxemburg-Casco,0,0,0,0,0,0,5,80
2008,Emerine,Marinette,0,0,0,0,0,0,2,80
2008,Emerine,New London,0,0,0,0,1,0,7,70
2008,Emerine,Seymour,0,0,0,0,0,0,3,80
2008,Emerine,SMC Invite - Milwaukee Reagan,0,0,0,0,0,0,5,60
2008,Emerine,SMC Invite - Howards Grove,0,0,0,0,0,0,2,55
2008,Emerine,SMC Invite - Oshkosh Lourdes,0,0,0,0,0,0,4,60
2008,Emerine,Shawano,0,0,0,0,0,0,11,80
2008,Emerine,West DePere,0,0,0,0,0,0,8,80
2008,Emerine,Luxemburg-Casco,0,0,0,0,0,0,8,70
2008,Emerine,Marinette,0,0,0,0,1,0,5,70
2008,Emerine,New London,0,0,0,0,0,0,10,80
2008,Emerine,Little Chute Invite - Kimberly,0,0,0,0,0,0,10,60
2008,Emerine,Little Chute Invite - Little Chute ,0,0,0,0,0,0,1,50
2008,Emerine,Little Chute Invite - Marinette,0,0,0,0,0,0,1,60
2008,Emerine,Seymour,0,0,0,0,0,0,6,99
2008,Emerine,Shawano ,0,0,0,0,0,0,13,80
2008,Emerine,Regionals - Hartford Union,0,0,0,0,0,0,10,80
2008,D_Storch,Sheboygan South - Plymouth,3,1,0,0,0,0,0,0
2008,D_Storch,Sheboygan South - Oostburg,5,5,3,0,1,0,0,0
2008,D_Storch,Sheboygan South - Beaver Dam,1,1,0,0,0,0,0,0
2008,D_Storch,West De Pere,3,2,1,0,1,0,0,0
2008,D_Storch,Luxemburg-Casco,3,2,1,0,0,0,0,0
2008,D_Storch,Marinette,4,3,2,0,1,0,0,0
2008,D_Storch,New London,2,0,0,0,0,0,0,0
2008,D_Storch,Seymour,3,1,0,0,0,0,0,0
2008,D_Storch,SMC Invite - Milwaukee Reagan,6,4,3,0,0,0,0,0
2008,D_Storch,SMC Invite - Howards Grove,2,1,0,0,0,0,0,0
2008,D_Storch,SMC Invite - Oshkosh Lourdes,1,0,1,0,0,0,0,0
2008,D_Storch,Shawano,1,0,0,0,0,0,0,0
2008,D_Storch,West DePere,1,1,0,0,1,0,0,0
2008,D_Storch,Luxemburg-Casco,0,0,0,0,0,0,0,0
2008,D_Storch,Marinette,4,1,0,0,0,0,0,0
2008,D_Storch,New London,3,1,0,0,0,0,0,0
2008,D_Storch,Little Chute Invite - Kimberly,1,1,0,0,0,0,0,0
2008,D_Storch,Little Chute Invite - Little Chute ,2,0,0,0,0,0,0,0
2008,D_Storch,Little Chute Invite - Marinette,3,2,0,0,0,0,0,0
2008,D_Storch,Seymour,6,4,0,2,0,0,0,0
2008,D_Storch,Shawano ,1,1,1,1,0,0,0,0
2008,D_Storch,Regionals - Hartford Union,1,1,0,0,0,0,0,0
2008,Coach,Sheboygan South - Plymouth,0,0,0,0,0,0,0,0
2008,Coach,Sheboygan South - Oostburg,0,0,0,0,0,0,0,0
2008,Coach,Sheboygan South - Beaver Dam,0,0,0,0,0,0,0,0
2008,Coach,West De Pere,0,0,0,0,0,0,0,0
2008,Coach,Luxemburg-Casco,0,0,0,0,0,0,0,0
2008,Coach,Marinette,0,0,0,0,0,0,0,0
2008,Coach,New London,0,0,0,0,1,0,0,0
2008,Coach,Seymour,0,0,0,0,0,0,0,0
2008,Coach,SMC Invite - Milwaukee Reagan,0,0,0,0,0,0,0,0
2008,Coach,SMC Invite - Howards Grove,0,0,0,0,0,0,0,0
2008,Coach,SMC Invite - Oshkosh Lourdes,0,0,0,0,0,0,0,0
2008,Coach,Shawano,0,0,0,0,0,0,0,0
2008,Coach,West DePere,0,0,0,0,0,0,0,0
2008,Coach,Luxemburg-Casco,0,0,0,0,0,0,0,0
2008,Coach,Marinette,0,0,0,0,1,0,0,0
2008,Coach,New London,0,0,0,0,0,0,0,0
2008,Coach,Little Chute Invite - Kimberly,0,0,0,0,0,0,0,0
2008,Coach,Little Chute Invite - Little Chute ,0,0,0,0,0,0,0,0
2008,Coach,Little Chute Invite - Marinette,0,0,0,0,0,0,0,0
2008,Coach,Seymour,0,0,0,0,0,0,0,0
2008,Coach,Shawano ,0,0,0,0,0,0,0,0
2008,Coach,Regionals - Hartford Union,0,0,0,0,0,0,0,0
2009,Kellner,Fox Valley Lutheran,0,0,0,0,0,0,0,0
2009,Kellner,Luxemburg-Casco,1,1,0,0,0,0,0,0
2009,Kellner,Marinette,1,1,0,0,0,0,0,0
2009,Kellner,New London,1,1,0,0,0,0,0,0
2009,Kellner,Seymour,0,0,0,0,0,0,0,0
2009,Kellner,Shawano,0,0,0,0,0,0,0,0
2009,Kellner,West DePere,0,0,0,1,0,0,0,0
2009,Kellner,SMC Invite - Milw. Ron Reagan,0,0,0,0,0,0,0,0
2009,Kellner,SMC Invite - Oshkosh Lourdes,0,0,0,0,0,0,0,0
2009,Kellner,SMC Invite - Little Chute,0,0,0,0,0,0,0,0
2009,Kellner,Luxemburg-Casco,0,0,0,0,0,0,0,0
2009,Kellner,Marinette,0,0,0,0,0,0,0,0
2009,Kellner,Kimberly Invite - Kimberly,0,0,0,0,0,0,0,0
2009,Kellner,Kimberly Invite - Pulaski,0,0,0,0,0,0,0,0
2009,Kellner,New London,0,0,0,0,0,0,0,0
2009,Kellner,Seymour,0,0,0,0,0,0,0,0
2009,Kellner,West DePere,1,1,0,0,0,0,0,0
2009,Kellner,Little Chute - Little Chute,0,0,0,0,0,0,0,0
2009,Kellner,Little Chute - Kimberly,0,0,0,0,0,0,0,0
2009,Kellner,Little Chute - Marinette,0,0,0,0,0,0,0,0
2009,Kellner,Regionals - Appleton North,0,0,0,0,0,0,0,0
2009,Schumacher,Fox Valley Lutheran,1,0,0,0,0,0,0,0
2009,Schumacher,Luxemburg-Casco,0,0,0,0,0,0,0,0
2009,Schumacher,Marinette,1,0,0,0,0,0,0,0
2009,Schumacher,New London,1,0,0,0,0,0,0,0
2009,Schumacher,Seymour,0,0,0,0,0,0,0,0
2009,Schumacher,Shawano,0,0,0,0,0,0,0,0
2009,Schumacher,West DePere,0,0,0,0,0,0,0,0
2009,Schumacher,SMC Invite - Milw. Ron Reagan,1,0,0,0,0,0,0,0
2009,Schumacher,SMC Invite - Oshkosh Lourdes,0,0,0,0,0,0,0,0
2009,Schumacher,SMC Invite - Little Chute,1,0,0,0,0,0,0,0
2009,Schumacher,Luxemburg-Casco,1,1,0,0,0,0,0,0
2009,Schumacher,Marinette,2,1,0,0,0,0,0,0
2009,Schumacher,Kimberly Invite - Kimberly,1,0,0,0,0,0,0,0
2009,Schumacher,Kimberly Invite - Pulaski,1,1,0,0,0,0,0,0
2009,Schumacher,New London,1,1,0,0,0,0,0,0
2009,Schumacher,Seymour,2,0,0,0,0,0,0,0
2009,Schumacher,West DePere,0,0,0,0,0,0,0,0
2009,Schumacher,Little Chute - Little Chute,0,0,0,0,0,0,0,0
2009,Schumacher,Little Chute - Kimberly,1,0,0,0,0,0,0,0
2009,Schumacher,Little Chute - Marinette,0,0,0,0,0,0,0,0
2009,Schumacher,Regionals - Appleton North,1,1,0,0,0,0,0,0
2009,A_Belmar,Fox Valley Lutheran,2,1,0,0,0,0,0,0
2009,A_Belmar,Luxemburg-Casco,2,2,0,0,0,0,0,0
2009,A_Belmar,Marinette,5,2,1,1,0,0,0,0
2009,A_Belmar,New London,5,4,1,0,0,0,0,0
2009,A_Belmar,Seymour,3,1,0,0,0,0,0,0
2009,A_Belmar,Shawano,3,2,1,0,0,0,0,0
2009,A_Belmar,West DePere,0,0,0,0,0,0,0,0
2009,A_Belmar,SMC Invite - Milw. Ron Reagan,4,1,1,0,0,0,0,0
2009,A_Belmar,SMC Invite - Oshkosh Lourdes,0,0,0,0,0,0,0,0
2009,A_Belmar,SMC Invite - Little Chute,3,1,0,0,0,0,0,0
2009,A_Belmar,Luxemburg-Casco,2,1,0,0,0,0,0,0
2009,A_Belmar,Marinette,6,4,1,0,0,0,0,0
2009,A_Belmar,Kimberly Invite - Kimberly,3,1,1,0,0,0,0,0
2009,A_Belmar,Kimberly Invite - Pulaski,0,0,0,0,0,0,0,0
2009,A_Belmar,New London,0,0,0,0,0,0,0,0
2009,A_Belmar,Seymour,1,0,0,0,0,0,0,0
2009,A_Belmar,West DePere,1,0,0,0,0,0,0,0
2009,A_Belmar,Little Chute - Little Chute,0,0,0,1,0,0,0,0
2009,A_Belmar,Little Chute - Kimberly,0,0,0,0,0,0,0,0
2009,A_Belmar,Little Chute - Marinette,2,1,0,0,0,0,0,0
2009,A_Belmar,Regionals - Appleton North,0,0,0,1,0,0,0,0
2009,C_Carlson,Fox Valley Lutheran,1,0,0,0,0,0,0,0
2009,C_Carlson,Luxemburg-Casco,0,0,0,0,0,0,0,0
2009,C_Carlson,Marinette,4,1,0,0,0,0,0,0
2009,C_Carlson,New London,3,2,0,0,0,0,0,0
2009,C_Carlson,Seymour,6,2,0,0,0,0,0,0
2009,C_Carlson,Shawano,3,2,2,0,0,0,0,0
2009,C_Carlson,West DePere,0,0,0,0,0,0,0,0
2009,C_Carlson,SMC Invite - Milw. Ron Reagan,2,1,0,0,0,0,0,0
2009,C_Carlson,SMC Invite - Oshkosh Lourdes,2,1,0,0,0,0,0,0
2009,C_Carlson,SMC Invite - Little Chute,2,0,0,0,0,0,0,0
2009,C_Carlson,Luxemburg-Casco,3,3,0,0,0,0,0,0
2009,C_Carlson,Marinette,3,2,0,0,1,0,0,0
2009,C_Carlson,Kimberly Invite - Kimberly,1,0,0,0,0,0,0,0
2009,C_Carlson,Kimberly Invite - Pulaski,1,0,0,0,0,0,0,0
2009,C_Carlson,New London,2,2,0,0,0,0,0,0
2009,C_Carlson,Seymour,5,2,0,0,1,0,0,0
2009,C_Carlson,West DePere,0,0,0,0,0,0,0,0
2009,C_Carlson,Little Chute - Little Chute,1,0,0,0,0,0,0,0
2009,C_Carlson,Little Chute - Kimberly,1,0,0,0,0,0,0,0
2009,C_Carlson,Little Chute - Marinette,0,0,0,0,0,0,0,0
2009,C_Carlson,Regionals - Appleton North,2,0,0,0,0,0,0,0
2009,D_Quale,Fox Valley Lutheran,1,1,0,0,0,0,0,0
2009,D_Quale,Luxemburg-Casco,0,0,0,0,1,0,0,0
2009,D_Quale,Marinette,0,0,0,0,0,0,0,0
2009,D_Quale,New London,0,0,0,0,0,0,0,0
2009,D_Quale,Seymour,2,1,0,0,0,0,0,0
2009,D_Quale,Shawano,0,0,0,0,0,0,0,0
2009,D_Quale,West DePere,0,0,0,0,0,0,0,0
2009,D_Quale,SMC Invite - Milw. Ron Reagan,0,0,0,1,0,0,0,0
2009,D_Quale,SMC Invite - Oshkosh Lourdes,0,0,0,0,0,0,0,0
2009,D_Quale,SMC Invite - Little Chute,0,0,0,0,1,0,0,0
2009,D_Quale,Luxemburg-Casco,0,0,0,0,0,0,0,0
2009,D_Quale,Marinette,0,0,0,0,0,0,0,0
2009,D_Quale,Kimberly Invite - Kimberly,1,1,0,0,0,0,0,0
2009,D_Quale,Kimberly Invite - Pulaski,0,0,0,0,0,0,0,0
2009,D_Quale,New London,0,0,0,0,0,0,0,0
2009,D_Quale,Seymour,0,0,0,0,1,0,0,0
2009,D_Quale,West DePere,1,1,0,0,0,0,0,0
2009,D_Quale,Little Chute - Little Chute,1,0,0,0,0,0,0,0
2009,D_Quale,Little Chute - Kimberly,0,0,0,0,0,0,0,0
